idx,parent,sibling,depth,retired,done,t_entry,t_exit,cx0,cx1,cx2,cx3,hw0,hw1,hw2,hw3
58,28,57,5,1,0,5.10787,5.62599,0.500875,0,0,1.7318,0.000125,0.001,0.001,0.00025
236,117,235,7,1,0,5.70815,6.23903,0.500812,0,0,1.73193,6.25e-05,0.001,0.001,0.000125
237,118,238,7,1,0,5.70818,6.23921,0.500937,0,0,1.73168,6.25e-05,0.001,0.001,0.000125
118,58,117,6,1,0,5.62599,5.70818,0.500937,0,0,1.7318,6.25e-05,0.001,0.001,0.00025
238,118,237,7,1,0,5.70818,6.24307,0.500937,0,0,1.73193,6.25e-05,0.001,0.001,0.000125
239,119,240,7,1,0,5.70952,6.22507,0.500562,0,0,1.73218,6.25e-05,0.001,0.001,0.000125
119,59,120,6,1,0,5.62741,5.70952,0.500562,0,0,1.7323,6.25e-05,0.001,0.001,0.00025
59,29,60,5,1,0,5.10997,5.62741,0.500625,0,0,1.7323,0.000125,0.001,0.001,0.00025
29,14,30,4,1,0,3.68184,5.10997,0.500625,0,0,1.73255,0.000125,0.001,0.001,0.0005
14,6,13,3,1,0,3.52863,3.68184,0.50075,0,0,1.73255,0.00025,0.001,0.001,0.0005
240,119,239,7,1,0,5.70952,6.24288,0.500562,0,0,1.73243,6.25e-05,0.001,0.001,0.000125
241,120,242,7,1,0,5.70958,6.23965,0.500687,0,0,1.73218,6.25e-05,0.001,0.001,0.000125
120,59,119,6,1,0,5.62741,5.70958,0.500687,0,0,1.7323,6.25e-05,0.001,0.001,0.00025
242,120,241,7,1,0,5.70958,6.24279,0.500687,0,0,1.73243,6.25e-05,0.001,0.001,0.000125
243,121,244,7,1,0,5.71232,6.25168,0.500562,0,0,1.73268,6.25e-05,0.001,0.001,0.000125
121,60,122,6,1,0,5.63017,5.71232,0.500562,0,0,1.7328,6.25e-05,0.001,0.001,0.00025
60,29,59,5,1,0,5.10997,5.63017,0.500625,0,0,1.7328,0.000125,0.001,0.001,0.00025
244,121,243,7,1,0,5.71232,6.25881,0.500562,0,0,1.73293,6.25e-05,0.001,0.001,0.000125
245,122,246,7,1,0,5.71225,6.26289,0.500687,0,0,1.73268,6.25e-05,0.001,0.001,0.000125
122,60,121,6,1,0,5.63017,5.71225,0.500687,0,0,1.7328,6.25e-05,0.001,0.001,0.00025
246,122,245,7,1,0,5.71225,6.25305,0.500687,0,0,1.73293,6.25e-05,0.001,0.001,0.000125
247,123,248,7,1,0,5.25129,5.71171,0.500812,-0.0005,0,1.7323,6.25e-05,0.0005,0.001,0.00025
123,61,124,6,1,0,5.11394,5.25129,0.500875,-0.0005,0,1.7323,0.000125,0.0005,0.001,0.00025
61,30,62,5,1,0,3.83352,5.11394,0.500875,-0.0005,0,1.73255,0.000125,0.0005,0.001,0.0005
30,14,29,4,1,0,3.68184,3.83352,0.500875,0,0,1.73255,0.000125,0.001,0.001,0.0005
248,123,247,7,1,0,5.25129,5.7146,0.500937,-0.0005,0,1.7323,6.25e-05,0.0005,0.001,0.00025
249,124,250,7,1,0,5.25129,5.6917,0.500812,-0.0005,0,1.7328,6.25e-05,0.0005,0.001,0.00025
124,61,123,6,1,0,5.11394,5.25129,0.500875,-0.0005,0,1.7328,0.000125,0.0005,0.001,0.00025
250,124,249,7,1,0,5.25129,5.6932,0.500937,-0.0005,0,1.7328,6.25e-05,0.0005,0.001,0.00025
251,125,252,7,1,0,5.27575,5.68633,0.500812,0.0005,0,1.7323,6.25e-05,0.0005,0.001,0.00025
125,62,126,6,1,0,5.13864,5.27575,0.500875,0.0005,0,1.7323,0.000125,0.0005,0.001,0.00025
62,30,61,5,1,0,3.83352,5.13864,0.500875,0.0005,0,1.73255,0.000125,0.0005,0.001,0.0005
252,125,251,7,1,0,5.27575,5.68764,0.500937,0.0005,0,1.7323,6.25e-05,0.0005,0.001,0.00025
253,126,254,7,1,0,5.27575,5.6886,0.500812,0.0005,0,1.7328,6.25e-05,0.0005,0.001,0.00025
126,62,125,6,1,0,5.13864,5.27575,0.500875,0.0005,0,1.7328,0.000125,0.0005,0.001,0.00025
254,126,253,7,1,0,5.27575,5.73606,0.500937,0.0005,0,1.7328,6.25e-05,0.0005,0.001,0.00025
